Datetime,Close,High,Low,Open,Volume
2023-06-08 19:00:00+00:00,14500.0,14515.75,14479.25,14484.0,61583
2023-06-08 20:00:00+00:00,14520.25,14527.0,14491.5,14499.5,15417
2023-06-08 22:00:00+00:00,14510.25,14519.0,14504.75,14518.75,0
2023-06-08 23:00:00+00:00,14500.25,14516.0,14497.0,14510.25,4047
2023-06-09 00:00:00+00:00,14488.0,14503.25,14483.0,14501.25,9080
2023-06-09 01:00:00+00:00,14489.75,14496.5,14484.0,14488.25,5578
2023-06-09 02:00:00+00:00,14501.0,14501.5,14483.75,14490.0,6232
2023-06-09 03:00:00+00:00,14500.75,14506.25,14496.25,14501.0,4837
2023-06-09 04:00:00+00:00,14488.25,14500.0,14487.25,14500.0,5099
2023-06-09 05:00:00+00:00,14502.25,14508.0,14487.75,14488.5,7521
2023-06-09 06:00:00+00:00,14498.0,14503.0,14488.0,14502.5,6631
2023-06-09 07:00:00+00:00,14479.25,14500.5,14460.25,14498.0,20189
2023-06-09 08:00:00+00:00,14502.25,14505.0,14473.75,14479.75,12642
2023-06-09 09:00:00+00:00,14499.0,14517.0,14496.5,14502.25,12498
2023-06-09 10:00:00+00:00,14496.0,14515.0,14484.0,14499.25,15201
2023-06-09 11:00:00+00:00,14517.75,14530.25,14496.25,14496.25,16220
2023-06-09 12:00:00+00:00,14552.25,14556.75,14517.25,14517.5,30070
2023-06-09 13:00:00+00:00,14653.5,14668.75,14541.0,14552.75,140978
2023-06-09 14:00:00+00:00,14582.75,14688.0,14559.75,14654.0,183846
2023-06-09 15:00:00+00:00,14531.5,14643.5,14529.75,14592.5,159240
2023-06-09 16:00:00+00:00,14553.25,14560.0,14496.0,14531.75,106717
2023-06-09 17:00:00+00:00,14608.75,14615.0,14548.5,14553.0,76705
2023-06-09 18:00:00+00:00,14583.25,14614.5,14561.0,14608.5,72541
2023-06-09 19:00:00+00:00,14556.25,14586.75,14536.0,14583.5,77143
2023-06-09 20:00:00+00:00,14563.25,14571.75,14552.25,14556.5,11101
2023-06-11 22:00:00+00:00,14596.25,14610.0,14553.75,14561.5,7134
2023-06-11 23:00:00+00:00,14591.5,14607.75,14583.75,14596.25,4216
2023-06-12 00:00:00+00:00,14594.5,14599.0,14584.0,14592.25,4047
2023-06-12 01:00:00+00:00,14594.75,14596.0,14586.75,14594.25,2962
2023-06-12 02:00:00+00:00,14592.75,14602.0,14589.75,14594.5,3145
2023-06-12 03:00:00+00:00,14588.0,14599.5,14585.5,14593.25,1947
2023-06-12 04:00:00+00:00,14585.5,14589.5,14577.5,14588.25,2548
2023-06-12 05:00:00+00:00,14599.0,14599.0,14583.75,14585.5,3883
2023-06-12 06:00:00+00:00,14613.75,14616.0,14592.0,14598.25,4357
2023-06-12 07:00:00+00:00,14623.25,14801.75,14598.0,14613.5,7269
2023-06-12 08:00:00+00:00,14817.5,14820.0,14615.25,14801.75,29085
2023-06-12 09:00:00+00:00,14626.75,14831.75,14620.0,14817.0,0
2023-06-12 10:00:00+00:00,14797.5,14805.5,14601.5,14626.75,35641
2023-06-12 11:00:00+00:00,14629.25,14814.5,14609.25,14797.0,0
2023-06-12 12:00:00+00:00,14635.0,14823.75,14603.5,14811.0,9607
2023-06-12 13:00:00+00:00,14614.5,14819.75,14601.0,14635.0,49971
2023-06-12 14:00:00+00:00,14798.0,14833.0,14583.0,14615.0,133933
2023-06-12 15:00:00+00:00,14850.75,14856.25,14784.0,14797.5,52756
2023-06-12 16:00:00+00:00,14853.5,14859.75,14831.0,14851.25,32599
2023-06-12 17:00:00+00:00,14894.0,14895.5,14848.75,14853.75,33639
2023-06-12 18:00:00+00:00,14933.25,14936.25,14882.75,14894.25,35877
2023-06-12 19:00:00+00:00,14988.25,14990.75,14923.0,14933.5,73268
2023-06-12 20:00:00+00:00,15010.25,15011.75,14978.25,14988.25,18777
2023-06-12 22:00:00+00:00,15023.25,15024.25,14998.0,15000.75,0
2023-06-12 23:00:00+00:00,15003.0,15025.75,14997.25,15023.0,7581
2023-06-13 00:00:00+00:00,14997.25,15011.25,14995.25,15003.25,5769
2023-06-13 01:00:00+00:00,15013.5,15015.0,14995.0,14997.75,5587
2023-06-13 02:00:00+00:00,15016.5,15019.25,15005.0,15014.25,4131
2023-06-13 03:00:00+00:00,15046.0,15053.25,15014.25,15016.75,10635
2023-06-13 04:00:00+00:00,15046.5,15050.0,15040.75,15047.25,4242
2023-06-13 05:00:00+00:00,15045.25,15050.0,15039.75,15045.75,4540
2023-06-13 06:00:00+00:00,15068.25,15075.75,15041.0,15045.5,10768
2023-06-13 07:00:00+00:00,15062.75,15084.25,15044.25,15067.5,19023
2023-06-13 08:00:00+00:00,15070.0,15081.75,15054.5,15062.5,8714
2023-06-13 09:00:00+00:00,15046.75,15073.75,15038.25,15069.75,9716
2023-06-13 10:00:00+00:00,15026.25,15054.0,15019.25,15046.75,12041
2023-06-13 11:00:00+00:00,15013.0,15045.0,15004.0,15026.5,14245
2023-06-13 12:00:00+00:00,15111.5,15112.0,14978.5,15013.0,70000
2023-06-13 13:00:00+00:00,15024.0,15151.75,15011.25,15111.25,166485
2023-06-13 14:00:00+00:00,15045.75,15058.25,14962.75,15024.5,154783
2023-06-13 15:00:00+00:00,15054.75,15114.0,15031.25,15046.25,97999
2023-06-13 16:00:00+00:00,15102.75,15102.75,15038.0,15054.75,56903
2023-06-13 17:00:00+00:00,15089.5,15115.75,15062.75,15103.0,52371
2023-06-13 18:00:00+00:00,15064.5,15095.75,15012.0,15089.5,71412
2023-06-13 19:00:00+00:00,15096.5,15102.75,15059.25,15064.75,53011
2023-06-13 20:00:00+00:00,15108.0,15112.0,15091.25,15100.5,10624
2023-06-13 22:00:00+00:00,15117.5,15123.0,15104.75,15108.25,0
2023-06-13 23:00:00+00:00,15105.5,15118.5,15100.25,15117.5,4299
2023-06-14 00:00:00+00:00,15090.75,15105.5,15090.25,15105.0,6565
2023-06-14 01:00:00+00:00,15108.5,15110.75,15091.5,15091.5,5315
2023-06-14 02:00:00+00:00,15100.75,15109.25,15094.25,15108.5,4023
2023-06-14 03:00:00+00:00,15097.75,15101.0,15091.5,15100.25,2603
2023-06-14 04:00:00+00:00,15101.5,15103.0,15093.5,15098.5,3582
2023-06-14 05:00:00+00:00,15097.0,15105.0,15081.0,15101.25,7256
2023-06-14 06:00:00+00:00,15083.0,15103.25,15082.25,15097.0,6699
2023-06-14 07:00:00+00:00,15139.0,15140.0,15082.75,15083.0,18461
2023-06-14 08:00:00+00:00,15133.75,15151.75,15126.25,15139.25,12276
2023-06-14 09:00:00+00:00,15128.75,15144.0,15120.75,15134.0,9026
2023-06-14 10:00:00+00:00,15117.5,15137.75,15110.0,15129.25,10837
2023-06-14 11:00:00+00:00,15120.25,15129.5,15112.5,15117.25,11244
2023-06-14 12:00:00+00:00,15104.75,15145.0,15099.25,15120.0,27916
2023-06-14 13:00:00+00:00,15120.25,15124.0,15053.0,15104.0,103519
2023-06-14 14:00:00+00:00,15148.5,15177.75,15107.0,15120.25,126295
2023-06-14 15:00:00+00:00,15174.75,15215.75,15132.75,15148.75,82941
2023-06-14 16:00:00+00:00,15177.5,15189.5,15147.75,15174.5,49858
2023-06-14 17:00:00+00:00,15134.5,15178.0,15116.5,15178.0,50342
2023-06-14 18:00:00+00:00,15133.0,15168.75,14976.0,15133.75,301753
2023-06-14 19:00:00+00:00,15203.25,15213.0,15097.25,15133.0,191840
2023-06-14 20:00:00+00:00,15233.25,15244.0,15199.5,15203.25,24343
2023-06-14 22:00:00+00:00,15221.5,15229.0,15213.75,15226.0,0
2023-06-14 23:00:00+00:00,15214.5,15222.75,15211.5,15221.25,4443
2023-06-15 00:00:00+00:00,15210.5,15219.25,15206.25,15214.75,6199
2023-06-15 01:00:00+00:00,15174.25,15214.5,15169.0,15210.0,15163
2023-06-15 02:00:00+00:00,15183.5,15189.25,15166.0,15174.5,8797
2023-06-15 03:00:00+00:00,15196.0,15198.0,15181.25,15183.0,5960
2023-06-15 04:00:00+00:00,15193.5,15205.0,15191.0,15196.0,5597
2023-06-15 05:00:00+00:00,15188.0,15207.75,15184.0,15193.25,8493
2023-06-15 06:00:00+00:00,15171.25,15190.25,15157.5,15188.25,14160
2023-06-15 07:00:00+00:00,15187.75,15194.0,15144.75,15171.75,19212
2023-06-15 08:00:00+00:00,15124.25,15192.25,15121.5,15187.75,21272
2023-06-15 09:00:00+00:00,15108.25,15137.75,15099.5,15124.75,24346
2023-06-15 10:00:00+00:00,15096.5,15113.5,15082.0,15108.0,19524
2023-06-15 11:00:00+00:00,15096.75,15109.0,15080.5,15096.75,20466
2023-06-15 12:00:00+00:00,15123.0,15130.25,15066.25,15097.25,51797
2023-06-15 13:00:00+00:00,15201.25,15223.0,15112.0,15123.0,165189
2023-06-15 14:00:00+00:00,15255.0,15282.25,15184.5,15201.75,185913
2023-06-15 15:00:00+00:00,15306.0,15324.75,15238.25,15255.25,116217
2023-06-15 16:00:00+00:00,15299.5,15319.75,15275.25,15306.5,56645
2023-06-15 17:00:00+00:00,15352.0,15359.25,15261.25,15299.5,70304
2023-06-15 18:00:00+00:00,15428.0,15441.0,15322.5,15352.0,84997
2023-06-15 19:00:00+00:00,15377.25,15436.75,15357.0,15428.5,101392
2023-06-15 20:00:00+00:00,15368.0,15385.0,15350.0,15377.0,20997
2023-06-15 22:00:00+00:00,15356.0,15375.75,15352.0,15366.0,0
2023-06-15 23:00:00+00:00,15359.5,15362.5,15352.5,15356.0,4100
2023-06-16 00:00:00+00:00,15333.25,15360.5,15326.5,15359.5,9639
2023-06-16 01:00:00+00:00,15322.25,15341.75,15320.5,15333.0,8918
2023-06-16 02:00:00+00:00,15332.0,15338.25,15315.0,15322.25,8390
2023-06-16 03:00:00+00:00,15345.25,15346.5,15328.0,15332.5,6321
2023-06-16 04:00:00+00:00,15344.25,15354.25,15344.0,15346.25,5604
2023-06-16 05:00:00+00:00,15365.75,15368.75,15338.75,15344.5,8965
2023-06-16 06:00:00+00:00,15360.0,15379.0,15351.0,15365.5,13475
2023-06-16 07:00:00+00:00,15360.25,15364.5,15335.75,15359.75,16134
2023-06-16 08:00:00+00:00,15397.25,15410.75,15360.25,15360.25,21629
2023-06-16 09:00:00+00:00,15395.75,15410.0,15385.0,15398.0,17692
2023-06-16 10:00:00+00:00,15391.0,15397.5,15368.25,15395.75,15447
2023-06-16 11:00:00+00:00,15404.25,15424.0,15388.25,15391.5,18920
2023-06-16 12:00:00+00:00,15437.0,15442.5,15400.0,15404.25,31955
2023-06-16 13:00:00+00:00,15357.25,15475.5,15333.0,15431.0,189764
2023-06-16 14:00:00+00:00,15374.0,15414.5,15343.75,15360.0,170484
2023-06-16 15:00:00+00:00,15374.0,15416.5,15324.25,15374.0,122354
2023-06-16 16:00:00+00:00,15402.5,15415.5,15360.25,15373.75,69131
2023-06-16 17:00:00+00:00,15373.0,15408.75,15352.0,15403.0,64048
2023-06-16 18:00:00+00:00,15313.25,15378.5,15311.5,15373.5,65636
2023-06-16 19:00:00+00:00,15275.75,15324.25,15258.75,15313.75,105800
2023-06-16 20:00:00+00:00,15301.5,15313.25,15274.25,15275.5,19135
2023-06-18 22:00:00+00:00,15317.0,15321.75,15298.25,15302.5,9356
2023-06-18 23:00:00+00:00,15303.25,15320.0,15300.75,15317.25,4558
2023-06-19 00:00:00+00:00,15278.75,15303.0,15269.75,15302.5,10929
2023-06-19 01:00:00+00:00,15272.5,15285.5,15270.0,15279.0,5957
2023-06-19 02:00:00+00:00,15292.25,15297.5,15271.75,15273.25,6058
2023-06-19 03:00:00+00:00,15272.5,15294.25,15269.75,15291.75,5830
2023-06-20 04:00:00+00:00,15231.0,15239.0,15230.25,15237.5,3100
2023-06-20 05:00:00+00:00,15226.5,15235.5,15213.0,15231.25,7780
2023-06-20 06:00:00+00:00,15228.75,15241.0,15222.75,15227.25,7452
2023-06-20 07:00:00+00:00,15246.75,15248.7998046875,15208.25,15228.25,17517
2023-06-20 08:00:00+00:00,15178.5,15251.5,15168.75,15246.75,28606
2023-06-20 09:00:00+00:00,15191.0,15197.0,15173.5,15179.0,12398
2023-06-20 10:00:00+00:00,15211.5,15213.5,15187.5,15190.75,11667
2023-06-20 11:00:00+00:00,15227.0,15234.5,15208.0,15211.75,14313
2023-06-20 12:00:00+00:00,15252.5,15253.25,15222.25,15226.5,26149
2023-06-20 13:00:00+00:00,15224.5,15310.25,15204.0,15253.0,147697
2023-06-20 14:00:00+00:00,15147.5,15250.5,15126.25,15224.75,182063
2023-06-20 15:00:00+00:00,15165.25,15196.0,15150.0,15152.5,89001
2023-06-20 16:00:00+00:00,15258.5,15273.25,15159.0,15166.25,90948
2023-06-20 17:00:00+00:00,15236.75,15285.5,15232.0,15258.75,65362
2023-06-20 18:00:00+00:00,15248.25,15269.75,15228.25,15237.25,54460
2023-06-20 19:00:00+00:00,15253.75,15287.5,15229.5,15248.75,63937
2023-06-20 20:00:00+00:00,15245.5,15256.25,15230.0,15254.0,14239
2023-06-20 22:00:00+00:00,15243.0,15256.0,15238.75,15247.0,0
2023-06-20 23:00:00+00:00,15262.0,15265.5,15242.5,15243.25,5678
2023-06-21 00:00:00+00:00,15266.75,15273.0,15256.0,15261.0,6591
2023-06-21 01:00:00+00:00,15265.75,15268.75,15258.0,15266.75,5631
2023-06-21 02:00:00+00:00,15251.5,15269.75,15246.5,15265.75,6047
2023-06-21 03:00:00+00:00,15254.0,15255.75,15245.0,15251.5,3400
2023-06-21 04:00:00+00:00,15260.25,15261.5,15252.75,15254.75,3224
2023-06-21 05:00:00+00:00,15249.0,15266.0,15244.0,15260.5,5851
2023-06-21 06:00:00+00:00,15227.5,15249.25,15224.5,15248.0,10529
2023-06-21 07:00:00+00:00,15227.75,15245.0,15215.0,15227.25,15905
2023-06-21 08:00:00+00:00,15246.5,15259.75,15225.25,15228.25,11399
2023-06-21 09:00:00+00:00,15247.25,15255.0,15232.25,15246.75,8657
2023-06-21 10:00:00+00:00,15242.5,15259.75,15237.5,15247.5,8230
2023-06-21 11:00:00+00:00,15228.75,15247.0,15220.25,15243.25,10732
2023-06-21 12:00:00+00:00,15200.0,15228.75,15185.5,15228.75,37475
2023-06-21 13:00:00+00:00,15127.25,15219.25,15116.0,15200.75,129738
2023-06-21 14:00:00+00:00,15057.75,15137.25,15038.0,15127.25,194815
2023-06-21 15:00:00+00:00,15029.0,15087.0,15002.5,15057.5,138084
2023-06-21 16:00:00+00:00,15061.75,15091.75,15025.75,15029.0,85632
2023-06-21 17:00:00+00:00,15092.5,15094.25,15041.25,15062.0,63998
2023-06-21 18:00:00+00:00,15129.0,15150.0,15083.0,15092.5,79921
2023-06-21 19:00:00+00:00,15045.75,15129.25,15033.5,15128.75,92887
2023-06-21 20:00:00+00:00,15037.25,15061.5,15035.75,15045.5,16663
2023-06-21 22:00:00+00:00,15030.25,15049.25,15024.0,15042.0,0
2023-06-21 23:00:00+00:00,15041.0,15044.75,15030.0,15030.0,3828
2023-06-22 00:00:00+00:00,15037.0,15057.75,15031.25,15041.0,8494
2023-06-22 01:00:00+00:00,15026.5,15042.0,15019.5,15037.0,6813
2023-06-22 02:00:00+00:00,15026.75,15028.75,15009.25,15026.75,7588
2023-06-22 03:00:00+00:00,15029.25,15031.5,15016.75,15026.25,4841
2023-06-22 04:00:00+00:00,15014.25,15029.25,15010.25,15029.25,5004
2023-06-22 05:00:00+00:00,15000.25,15014.75,14987.75,15014.0,12817
2023-06-22 06:00:00+00:00,14991.5,15002.5,14973.25,15000.75,15740
2023-06-22 07:00:00+00:00,15001.75,15012.0,14968.0,14991.5,28567
2023-06-22 08:00:00+00:00,14993.0,15009.25,14986.0,15002.0,12239
2023-06-22 09:00:00+00:00,15020.75,15024.0,14990.5,14992.75,10290
2023-06-22 10:00:00+00:00,14982.75,15022.25,14975.75,15020.5,16687
2023-06-22 11:00:00+00:00,14996.75,15000.0,14968.0,14983.25,18103
2023-06-22 12:00:00+00:00,14990.25,15023.0,14983.5,14997.25,28814
2023-06-22 13:00:00+00:00,15083.25,15096.5,14964.0,14990.25,158732
2023-06-22 14:00:00+00:00,15082.5,15149.25,15056.0,15083.75,190733
2023-06-22 15:00:00+00:00,15159.0,15180.75,15080.0,15082.0,132687
2023-06-22 16:00:00+00:00,15126.25,15160.25,15110.75,15159.0,81682
2023-06-22 17:00:00+00:00,15153.5,15155.75,15082.0,15126.75,76415
2023-06-22 18:00:00+00:00,15189.25,15191.0,15135.5,15153.75,68929
2023-06-22 19:00:00+00:00,15213.5,15218.0,15148.0,15189.5,79683
2023-06-22 20:00:00+00:00,15233.5,15238.0,15206.25,15213.25,20479
2023-06-22 22:00:00+00:00,15228.25,15236.5,15225.5,15236.0,0
2023-06-22 23:00:00+00:00,15221.75,15230.0,15221.25,15228.75,3354
2023-06-23 00:00:00+00:00,15205.0,15222.75,15203.25,15222.25,7664
2023-06-23 01:00:00+00:00,15172.0,15208.0,15164.75,15205.0,12967
2023-06-23 02:00:00+00:00,15157.75,15176.0,15150.0,15171.75,9862
2023-06-23 03:00:00+00:00,15157.75,15172.0,15152.25,15158.0,7586
2023-06-23 04:00:00+00:00,15136.5,15156.5,15128.0,15156.5,10690
2023-06-23 05:00:00+00:00,15150.25,15157.5,15124.25,15136.75,12095
2023-06-23 06:00:00+00:00,15151.75,15154.75,15134.5,15150.25,7646
2023-06-23 07:00:00+00:00,15140.25,15176.0,15111.25,15151.25,25596
2023-06-23 08:00:00+00:00,15099.5,15150.0,15090.5,15140.75,20781
2023-06-23 09:00:00+00:00,15119.75,15121.25,15098.0,15099.25,12053
2023-06-23 10:00:00+00:00,15109.5,15121.75,15096.75,15119.0,11072
2023-06-23 11:00:00+00:00,15124.75,15145.25,15109.0,15110.0,16862
2023-06-23 12:00:00+00:00,15040.75,15129.0,15020.5,15125.25,52823
2023-06-23 13:00:00+00:00,15020.5,15087.75,14984.75,15041.0,163732
2023-06-23 14:00:00+00:00,15049.75,15084.25,14999.25,15020.5,175309
2023-06-23 15:00:00+00:00,15056.5,15069.75,15006.75,15049.25,99633
2023-06-23 16:00:00+00:00,15120.0,15127.25,15056.0,15057.0,83180
2023-06-23 17:00:00+00:00,15126.0,15155.5,15107.5,15120.25,63451
2023-06-23 18:00:00+00:00,15055.0,15132.75,15048.75,15126.25,80694
2023-06-23 19:00:00+00:00,15060.25,15088.0,15030.75,15055.25,96823
2023-06-23 20:00:00+00:00,15055.5,15073.5,15039.0,15060.25,20434
2023-06-25 22:00:00+00:00,15098.25,15100.0,15054.0,15058.25,9156
2023-06-25 23:00:00+00:00,15100.75,15104.25,15087.5,15098.75,6028
2023-06-26 00:00:00+00:00,15092.25,15101.5,15083.5,15100.5,8656
2023-06-26 01:00:00+00:00,15098.75,15111.5,15075.25,15092.25,12254
2023-06-26 02:00:00+00:00,15105.0,15108.5,15097.5,15098.0,4286
2023-06-26 03:00:00+00:00,15101.25,15114.5,15098.0,15105.25,4993
2023-06-26 04:00:00+00:00,15095.0,15104.75,15090.25,15102.0,4246
2023-06-26 05:00:00+00:00,15085.0,15096.0,15080.5,15094.5,6369
2023-06-26 06:00:00+00:00,15072.0,15087.5,15063.5,15084.5,8894
2023-06-26 07:00:00+00:00,15048.75,15072.5,15010.0,15071.5,29390
2023-06-26 08:00:00+00:00,15008.5,15049.5,14998.0,15049.25,23857
2023-06-26 09:00:00+00:00,15031.5,15036.75,15007.5,15009.0,11550
2023-06-26 10:00:00+00:00,15019.75,15036.0,15016.75,15030.75,9705
