Date,Close,High,Low,Open,Volume
2025-03-14,19712.0,19742.75,19298.25,19310.0,2064283
2025-03-17,19831.75,19959.25,19551.0,19669.5,1048466
2025-03-18,19496.75,19858.0,19401.0,19830.5,667056
2025-03-19,19746.75,19935.75,19455.5,19491.5,403063
2025-03-20,19678.5,19898.5,19530.5,19755.0,265850
2025-03-21,19450.810546875,19728.75,19380.0,19691.0,1794449
2025-03-24,20374.25,20409.25,20048.0,20052.25,1318093
2025-03-25,20488.5,20524.75,20292.0,20358.25,1259017
2025-03-26,20116.5,20536.75,20041.25,20513.0,1605577
2025-03-27,19990.25,20199.0,19937.75,20057.5,1896875
2025-03-28,19457.0,20011.25,19360.75,19998.25,1935739
2025-03-31,19439.5,19489.5,18976.75,19317.75,2168015
2025-04-01,19604.5,19643.25,19261.25,19413.0,2252612
2025-04-02,19758.0,20045.25,19076.25,19597.75,2400894
2025-04-03,18675.5,19176.75,18614.0,19023.5,2510236
2025-04-04,17539.0,18713.25,17387.0,18656.5,3311896
2025-04-07,17563.25,18360.25,16452.5,17126.25,3528973
2025-04-08,17243.75,18357.25,16972.0,17650.25,2881700
2025-04-09,19288.75,19388.0,16735.0,17226.0,3070062
2025-04-10,18484.5,19384.5,17918.25,19266.0,2853022
2025-04-11,18807.5,18873.25,18071.75,18470.0,2490481
2025-04-14,18934.75,19255.75,18738.5,19163.75,2188676
2025-04-15,18960.25,19144.75,18809.75,18903.75,1816443
2025-04-16,18385.25,18861.0,18116.25,18810.0,2181766
2025-04-17,18380.75,18652.0,18261.25,18381.0,2036870
2025-04-21,17922.25,18384.75,17700.0,18307.5,1615106
2025-04-22,18385.0,18513.5,17863.75,17912.0,1878329
2025-04-23,18804.0,19165.75,18618.25,18618.25,2128078
2025-04-24,19322.0,19417.0,18595.0,18832.0,1892458
2025-04-25,19535.25,19590.0,19215.25,19396.75,1981276
2025-04-28,19528.0,19622.75,19257.75,19524.5,1697957
2025-04-29,19642.0,19692.5,19379.25,19479.75,1627189
2025-04-30,19658.5,19878.5,19102.25,19595.0,2018014
2025-05-01,19870.75,20125.25,19756.0,19835.0,1760765
2025-05-02,20195.25,20277.0,19748.25,19781.75,1643772
2025-05-05,20055.5,20200.0,19966.25,20182.0,1338258
2025-05-06,19876.5,20037.5,19738.25,20009.75,1641414
2025-05-07,19961.0,20136.25,19678.5,19812.5,1837733
2025-05-08,20148.0,20337.5,19910.25,19935.5,1776195
2025-05-09,20136.75,20290.0,20057.5,20164.0,1441680
2025-05-12,20948.75,20996.0,20373.75,20373.75,1767474
2025-05-13,21278.0,21347.0,20818.25,20957.5,1400696
2025-05-14,21392.5,21419.75,21237.0,21248.25,1427105
2025-05-15,21400.25,21529.75,21192.25,21382.0,1374211
2025-05-16,21506.0,21513.0,21320.0,21397.25,1131487
2025-05-19,21527.0,21545.5,21112.25,21313.5,1388899
2025-05-20,21447.25,21562.25,21298.0,21516.75,1222260
2025-05-21,21156.75,21558.5,21071.75,21413.75,1693851
2025-05-22,21178.25,21337.75,21039.25,21147.5,1447697
2025-05-23,20975.0,21236.25,20727.5,21222.0,1615131
2025-05-27,21460.5,21488.25,20955.25,20978.75,1550917
2025-05-28,21379.75,21564.75,21320.0,21478.5,1167446
2025-05-29,21408.5,21858.75,21301.0,21518.0,1695568
2025-05-30,21376.75,21433.25,21071.5,21370.75,1695568
2025-06-02,21231.5,21348.5,21227.0,21304.5,128735
